recipe_title,description,category,tags,emoji,servings,cook_time_min,ingredient_1_name,ingredient_1_qty,ingredient_1_unit,ingredient_1_category,ingredient_1_optional,ingredient_2_name,ingredient_2_qty,ingredient_2_unit,ingredient_2_category,ingredient_2_optional,ingredient_3_name,ingredient_3_qty,ingredient_3_unit,ingredient_3_category,ingredient_3_optional,ingredient_4_name,ingredient_4_qty,ingredient_4_unit,ingredient_4_category,ingredient_4_optional,ingredient_5_name,ingredient_5_qty,ingredient_5_unit,ingredient_5_category,ingredient_5_optional,step_1,step_2,step_3,step_4,step_5,notes
Turkey Mince Soup with Tortilla Wraps,"Warm, filling soup with carbs for recovery.",dinner,high_veg|balanced,🐟,1,18,turkey mince,200.0,g,protein,0,tortilla wraps,160.0,g,carb,0,spinach,200.0,g,produce,0,butter,15.0,g,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add spinach and cook briefly.,Step 3: Add turkey mince and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 9 min. Cook: 9 min. Increase carbs after big training loads.
Salmon Veg Wrap,Portable wrap with carbs and protein.,dinner,quick|one_pan,🍝,1,37,salmon,140.0,g,protein,0,tortilla wraps,140.0,g,carb,0,onion,160.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Cook the salmon and season.,Step 2: Prep onion.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 6 min. Cook: 31 min. Good post-session recovery.
Tempeh Veg Pasta,Pasta meal with vegetables for training-day fueling.,dinner,high_carb|meal_prep,🥗,1,21,tempeh,200.0,g,protein,0,pasta,125.0,g,carb,0,zucchini,200.0,g,produce,0,butter,15.0,g,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the tempeh in a pan.,Step 3: Add zucchini and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 5 min. Cook: 16 min. Carb-forward for tomorrow’s session.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|long_session,💧,1,3,water,650.0,ml,pantry,0,maltodextrin,80.0,g,supplement,0,salt,3.0,g,pantry,0,lime juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 3 min. Cook: 0 min. Match concentration to gut tolerance.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|hot_weather,🏃,1,2,water,650.0,ml,pantry,0,maltodextrin,90.0,g,supplement,0,salt,2.0,g,pantry,0,lemon juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 1 min. Cook: 1 min. Increase sodium in hot conditions.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|electrolytes,🏃,1,1,water,650.0,ml,pantry,0,maltodextrin,80.0,g,supplement,0,salt,1.0,g,pantry,0,lemon juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 0 min. Sip steadily for stable energy.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|long_session,🧃,1,5,water,650.0,ml,pantry,0,maltodextrin,80.0,g,supplement,0,salt,1.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 3 min. Cook: 2 min. Increase sodium in hot conditions.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|hot_weather,🍋,1,2,water,650.0,ml,pantry,0,sugar,80.0,g,carb,0,salt,3.0,g,pantry,0,lime juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 1 min. Cook: 1 min. Start sipping early in the session.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|long_session,🏃,1,2,water,650.0,ml,pantry,0,sugar,90.0,g,carb,0,salt,3.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 0 min. Increase sodium in hot conditions.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|long_session,⚡,1,1,water,650.0,ml,pantry,0,maltodextrin,90.0,g,supplement,0,salt,1.0,g,pantry,0,lime juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 3 min. Cook: 0 min. Match concentration to gut tolerance.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|long_session,⚡,1,3,water,650.0,ml,pantry,0,sugar,60.0,g,carb,0,salt,2.0,g,pantry,0,lime juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 3 min. Cook: 0 min. Good during long rides.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|long_session,💧,1,3,water,650.0,ml,pantry,0,sugar,60.0,g,carb,0,salt,1.0,g,pantry,0,lime juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 3 min. Cook: 0 min. Good during long rides.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|easy_mix,🧃,1,4,water,650.0,ml,pantry,0,maltodextrin,90.0,g,supplement,0,salt,3.0,g,pantry,0,lime juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 2 min. Match concentration to gut tolerance.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|electrolytes,🏃,1,4,water,650.0,ml,pantry,0,maltodextrin,100.0,g,supplement,0,salt,2.0,g,pantry,0,lemon juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 1 min. Cook: 3 min. Sip steadily for stable energy.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|hot_weather,🏃,1,4,water,650.0,ml,pantry,0,sugar,90.0,g,carb,0,salt,3.0,g,pantry,0,lemon juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 3 min. Cook: 1 min. Good during long rides.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|electrolytes,🧃,1,1,water,650.0,ml,pantry,0,maltodextrin,60.0,g,supplement,0,salt,2.0,g,pantry,0,lime juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 0 min. Sip steadily for stable energy.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|easy_mix,⚡,1,3,water,650.0,ml,pantry,0,maltodextrin,80.0,g,supplement,0,salt,3.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 1 min. Cook: 2 min. Sip steadily for stable energy.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|high_carb,🍋,1,1,water,650.0,ml,pantry,0,sugar,60.0,g,carb,0,salt,1.0,g,pantry,0,lime juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 0 min. Good during long rides.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|long_session,🍋,1,2,water,650.0,ml,pantry,0,maltodextrin,70.0,g,supplement,0,salt,3.0,g,pantry,0,lemon juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 0 min. Good during long rides.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|hot_weather,🧃,1,2,water,650.0,ml,pantry,0,maltodextrin,80.0,g,supplement,0,salt,2.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 0 min. Match concentration to gut tolerance.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|hot_weather,🏃,1,4,water,650.0,ml,pantry,0,maltodextrin,90.0,g,supplement,0,salt,2.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 2 min. Match concentration to gut tolerance.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|easy_mix,💧,1,4,water,650.0,ml,pantry,0,sugar,70.0,g,carb,0,salt,2.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 3 min. Cook: 1 min. Match concentration to gut tolerance.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|easy_mix,🏃,1,4,water,650.0,ml,pantry,0,maltodextrin,90.0,g,supplement,0,salt,2.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 2 min. Match concentration to gut tolerance.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|electrolytes,💧,1,5,water,650.0,ml,pantry,0,sugar,70.0,g,carb,0,salt,1.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 1 min. Cook: 4 min. Increase sodium in hot conditions.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|electrolytes,🧃,1,1,water,650.0,ml,pantry,0,sugar,100.0,g,carb,0,salt,3.0,g,pantry,0,lime juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 0 min. Good during long rides.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|high_carb,🧃,1,1,water,650.0,ml,pantry,0,sugar,90.0,g,carb,0,salt,3.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 0 min. Match concentration to gut tolerance.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|electrolytes,🏃,1,3,water,650.0,ml,pantry,0,sugar,90.0,g,carb,0,salt,2.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 1 min. Cook: 2 min. Match concentration to gut tolerance.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|hot_weather,💧,1,1,water,650.0,ml,pantry,0,sugar,100.0,g,carb,0,salt,2.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 0 min. Good during long rides.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|long_session,🍋,1,5,water,650.0,ml,pantry,0,maltodextrin,70.0,g,supplement,0,salt,1.0,g,pantry,0,lemon juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 3 min. Cook: 2 min. Good during long rides.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|hot_weather,⚡,1,4,water,650.0,ml,pantry,0,maltodextrin,60.0,g,supplement,0,salt,2.0,g,pantry,0,lemon juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 2 min. Good during long rides.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|high_carb,🧃,1,4,water,650.0,ml,pantry,0,maltodextrin,80.0,g,supplement,0,salt,3.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 2 min. Good during long rides.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|high_carb,💧,1,4,water,650.0,ml,pantry,0,sugar,70.0,g,carb,0,salt,1.0,g,pantry,0,lime juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 1 min. Cook: 3 min. Match concentration to gut tolerance.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|electrolytes,🧃,1,3,water,650.0,ml,pantry,0,maltodextrin,100.0,g,supplement,0,salt,1.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 1 min. Good during long rides.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|high_carb,⚡,1,5,water,650.0,ml,pantry,0,maltodextrin,60.0,g,supplement,0,salt,2.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 3 min. Cook: 2 min. Good during long rides.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|electrolytes,🍋,1,4,water,650.0,ml,pantry,0,maltodextrin,60.0,g,supplement,0,salt,1.0,g,pantry,0,lime juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 2 min. Start sipping early in the session.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|electrolytes,💧,1,4,water,650.0,ml,pantry,0,sugar,100.0,g,carb,0,salt,2.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 2 min. Good during long rides.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|electrolytes,🍋,1,2,water,650.0,ml,pantry,0,maltodextrin,80.0,g,supplement,0,salt,3.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 1 min. Cook: 1 min. Increase sodium in hot conditions.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|electrolytes,🧃,1,5,water,650.0,ml,pantry,0,sugar,60.0,g,carb,0,salt,3.0,g,pantry,0,lemon juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 1 min. Cook: 4 min. Match concentration to gut tolerance.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|long_session,💧,1,4,water,650.0,ml,pantry,0,maltodextrin,70.0,g,supplement,0,salt,3.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 2 min. Sip steadily for stable energy.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|electrolytes,🍋,1,3,water,650.0,ml,pantry,0,sugar,100.0,g,carb,0,salt,2.0,g,pantry,0,lemon juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 3 min. Cook: 0 min. Increase sodium in hot conditions.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|electrolytes,💧,1,2,water,650.0,ml,pantry,0,maltodextrin,70.0,g,supplement,0,salt,1.0,g,pantry,0,lemon juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 0 min. Sip steadily for stable energy.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|electrolytes,🧃,1,5,water,650.0,ml,pantry,0,sugar,90.0,g,carb,0,salt,1.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 3 min. Cook: 2 min. Sip steadily for stable energy.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|easy_mix,⚡,1,5,water,650.0,ml,pantry,0,maltodextrin,100.0,g,supplement,0,salt,1.0,g,pantry,0,lime juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 1 min. Cook: 4 min. Match concentration to gut tolerance.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|electrolytes,⚡,1,3,water,650.0,ml,pantry,0,sugar,90.0,g,carb,0,salt,3.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 1 min. Sip steadily for stable energy.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|long_session,💧,1,4,water,650.0,ml,pantry,0,sugar,90.0,g,carb,0,salt,1.0,g,pantry,0,lime juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 1 min. Cook: 3 min. Good during long rides.
Intra Drink Sugar + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|hot_weather,💧,1,3,water,650.0,ml,pantry,0,sugar,90.0,g,carb,0,salt,2.0,g,pantry,0,orange juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 1 min. Increase sodium in hot conditions.
Intra Drink Maltodextrin + Sodium,Intra-session carbs and electrolytes for endurance.,intra,intra|hot_weather,⚡,1,2,water,650.0,ml,pantry,0,maltodextrin,60.0,g,supplement,0,salt,3.0,g,pantry,0,lime juice,30.0,g,produce,1,electrolyte mix,5.0,g,supplement,1,Step 1: Add ingredients to a bottle.,Step 2: Shake until dissolved.,Step 3: Sip throughout the session.,,,Prep: 2 min. Cook: 0 min. Match concentration to gut tolerance.
